Keyword,Difficulty,Position,"Previous position","Position Serp Features","Search vol.","Search intent","SERP features",Competition,CPC,URL,Traffic,"Traffic share","Traffic cost"
"protein yogurt drink",71,66,71,Reviews,3200,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.39,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-banana-drink/,0,0,0
"protein yogurt drink",71,51,,,3200,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.39,https://www.oikos.com/,0,0,0
"protein yogurt drink",71,83,,,3200,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.39,https://www.oikos.com/all-products/oikos-protein-shakes/,0,0,0
"probiotic yogurt smoothie",13,84,,,210,"L, C","Local pack, Reviews, Video, People also ask, Images, Recipes, AI Overview, Related searches",0.28,1.08,https://www.oikos.com/greek-yogurt-recipes/smoothies/,0,0,0
"healthy greek yogurt smoothie",14,81,,,90,I,"Reviews, Video, People also ask, Images, Recipes, AI Overview, Related searches",0.23,0.03,https://www.oikos.com/greek-yogurt-recipes/smoothies/,0,0,0
"unsweetened greek yogurt",11,52,,Reviews,150,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.48,0.13,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,0,0,0
"unsweetened greek yogurt",11,29,,,150,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.48,0.13,https://www.oikos.com/all-products/triple-zero/,0,0,0
"fat free greek yogurt protein",29,9,,,70,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.93,1.46,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos triple zero ingredients",6,27,,,810,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.7,0.33,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos triple zero ingredients",6,67,69,Reviews,810,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.7,0.33,https://www.oikos.com/all-products/triple-zero/product/vanilla-strawberry-mixed-berry-multipack/,0,0,0
"ingredients in oikos triple zero yogurt",5,96,,Reviews,480,I,"Reviews, Video, AI Overview, Related searches",0.75,0.37,https://www.oikos.com/all-products/triple-zero/product/strawberry-multipack/,0,0,0
"ingredients in oikos triple zero yogurt",5,61,12,Reviews,480,I,"Reviews, Video, AI Overview, Related searches",0.75,0.37,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,0,0,0
"ingredients in oikos triple zero yogurt",5,91,,Reviews,480,I,"Reviews, Video, AI Overview, Related searches",0.75,0.37,https://www.oikos.com/all-products/triple-zero/product/vanilla-strawberry-mixed-berry-multipack/,0,0,0
"oikos sugar free yogurt",18,61,,,210,C,"Reviews, Sitelinks, Video, People also ask, Shopping results, Related searches",1,0.58,https://www.oikos.com/all-products/,0,0,0
"oikos sugar free yogurt",18,52,,,210,C,"Reviews, Sitelinks, Video, People also ask, Shopping results, Related searches",1,0.58,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos sugar free yogurt",18,17,,,210,C,"Reviews, Sitelinks, Video, People also ask, Shopping results, Related searches",1,0.58,https://www.oikos.com/frequently-asked-questions/,0,0,0
"oikos sugar free yogurt",18,8,,,210,C,"Reviews, Sitelinks, Video, People also ask, Shopping results, Related searches",1,0.58,https://www.oikos.com/,0,0,0
"triple zero yogurt ingredients",6,94,,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.8,0.05,https://www.oikos.com/all-products/triple-zero/product/vanilla-multipack/,0,0,0
"triple zero yogurt ingredients",6,18,10,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.8,0.05,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,0,0,0
"triple zero yogurt ingredients",6,88,57,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.8,0.05,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,0,0,0
"triple zero yogurt ingredients",6,10,,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.8,0.05,https://www.oikos.com/all-products/triple-zero/product/peach/,0,0,0
"triple zero yogurt ingredients",6,29,77,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.8,0.05,https://www.oikos.com/all-products/triple-zero/product/strawberry/,0,0,0
"triple zero yogurt ingredients",6,70,34,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.8,0.05,https://www.oikos.com/all-products/triple-zero/product/cherry/,0,0,0
"triple zero yogurt ingredients",6,54,,,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.8,0.05,https://www.oikos.com/all-products/triple-zero/,0,0,0
"triple zero yogurt ingredients",6,93,,Reviews,90,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.8,0.05,https://www.oikos.com/all-products/triple-zero/product/vanilla-strawberry-mixed-berry-multipack/,0,0,0
"greek yogurt protein recipes",10,66,,,320,I,"Reviews, Video, People also ask, Recipes, Related searches",0.02,0.05,https://www.oikos.com/greek-yogurt-recipes/,0,0,0
"oikos triple zero vanilla ingredients",8,65,,,210,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.7,0.37,https://www.oikos.com/all-products/,0,0,0
"oikos triple zero vanilla ingredients",8,52,,Reviews,210,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.7,0.37,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,0,0,0
"oikos triple zero vanilla ingredients",8,42,,Reviews,210,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.7,0.37,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,0,0,0
"oikos dairy free yogurt",8,51,,,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.96,0.03,https://www.oikos.com/where-to-buy/,0,0,0
"oikos dairy free yogurt",8,67,,,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.96,0.03,https://www.oikos.com/all-products/,0,0,0
"oikos dairy free yogurt",8,55,,Reviews,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.96,0.03,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,0,0,0
"oikos dairy free yogurt",8,36,,,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.96,0.03,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos dairy free yogurt",8,15,,,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.96,0.03,https://www.oikos.com/frequently-asked-questions/,0,0,0
"oikos dairy free yogurt",8,61,,Reviews,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.96,0.03,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos dairy free yogurt",8,65,,Reviews,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.96,0.03,https://www.oikos.com/all-products/triple-zero/product/vanilla-multipack/,0,0,0
"oikos dairy free yogurt",8,21,,,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.96,0.03,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"oikos dairy free yogurt",8,62,,Reviews,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.96,0.03,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,0,0,0
"oikos dairy free yogurt",8,58,,Reviews,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.96,0.03,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla/,0,0,0
"oikos dairy free yogurt",8,28,,,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.96,0.03,https://www.oikos.com/,0,0,0
"oikos dairy free yogurt",8,8,,,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.96,0.03,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos dairy free yogurt",8,63,,Reviews,110,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.96,0.03,https://www.oikos.com/all-products/triple-zero/product/vanilla-quart/,0,0,0
"mango yogurt popsicles",8,46,,,110,I,"Reviews, Video, Images, Recipes, Related searches",0.59,0,https://www.oikos.com/greek-yogurt-recipes/breakfast/recipe/banana-mango-breakfast-popsicles/,0,0,0
"protein o",10,34,,,260,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0.88,0.3,https://www.oikos.com/,0,0,0
"geek desserts",7,51,84,,20,"L, C","Local pack, Reviews, Video, People also ask, Images, Recipes, AI Overview, Related searches",0,0,https://www.oikos.com/greek-yogurt-recipes/desserts/,0,0,0
"oikos zero",14,14,11,,320,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.95,0.41,https://www.oikos.com/all-products/,0,0,0
"oikos zero",14,20,74,,320,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.95,0.41,https://www.oikos.com/,0,0,0
"oikos zero",14,4,,Images,320,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.95,0.41,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos zero",14,17,,Images,320,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.95,0.41,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos protein",60,87,,,1900,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches",1,7.37,https://www.oikos.com/where-to-buy/,0,0,0
"oikos protein",60,77,101,Reviews,1900,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches",1,7.37,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,0,0,0
"oikos protein",60,50,,Reviews,1900,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches",1,7.37,https://www.oikos.com/all-products/oikos-protein-shakes/product/vanilla/,0,0,0
"oikos protein",60,8,,Images,1900,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches",1,7.37,https://www.oikos.com/all-products/oikos-protein-shakes/product/vanilla/,0,0,0
"oikos protein",60,69,,Reviews,1900,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches",1,7.37,https://www.oikos.com/all-products/triple-zero/product/vanilla-multipack/,0,0,0
"oikos protein",60,43,,,1900,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches",1,7.37,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"oikos protein",60,25,,,1900,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches",1,7.37,https://www.oikos.com/all-products/fusion/,0,0,0
"oikos protein",60,60,,Reviews,1900,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches",1,7.37,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-banana-drink/,0,0,0
"oikos protein",60,35,76,,1900,C,"Reviews, Video, People also ask, Images, Shopping results, Find results on, Related searches",1,7.37,https://www.oikos.com/all-products/triple-zero/,0,0,0
"protein yogurt oikos",16,26,,,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/where-to-buy/,0,0,0
"protein yogurt oikos",16,64,,,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/all-products/,0,0,0
"protein yogurt oikos",16,70,,Reviews,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/all-products/oikos-protein-shakes/product/vanilla/,0,0,0
"protein yogurt oikos",16,68,,Reviews,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-shot/,0,0,0
"protein yogurt oikos",16,59,,,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/frequently-asked-questions/,0,0,0
"protein yogurt oikos",16,57,,,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"protein yogurt oikos",16,49,,Reviews,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry/,0,0,0
"protein yogurt oikos",16,39,,Reviews,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,0,0,0
"protein yogurt oikos",16,71,,Reviews,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mixed-berry-multipack/,0,0,0
"protein yogurt oikos",16,69,,,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/all-products/fusion/,0,0,0
"protein yogurt oikos",16,66,,Reviews,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-banana-drink/,0,0,0
"protein yogurt oikos",16,65,,Reviews,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,0,0,0
"protein yogurt oikos",16,61,,Reviews,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/banana/,0,0,0
"protein yogurt oikos",16,67,,Reviews,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/cherry/,0,0,0
"protein yogurt oikos",16,63,,,880,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",1,10,https://www.oikos.com/all-products/oikos-protein-shakes/,0,0,0
"things to do with greek yogurt",9,86,,,140,I,"Reviews, Video, People also ask, Find results on, AI Overview, Related searches",0.2,0.03,https://www.oikos.com/greek-yogurt-recipes/,0,0,0
"oikos mixed berry",6,32,,Reviews,480,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",1,0.52,https://www.oikos.com/all-products/fusion/product/mixed-berry/,0,0,0
"oikos mixed berry",6,70,,Reviews,480,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",1,0.52,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mixed-berry-multipack/,0,0,0
"oikos mixed berry",6,74,,Reviews,480,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",1,0.52,https://www.oikos.com/all-products/triple-zero/product/peach-strawberry-mixed-berry-multipack/,0,0,0
"oikos mixed berry",6,38,,,480,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",1,0.52,https://www.oikos.com/all-products/remix/product/berry-dark-chocolate-crisp/,0,0,0
"oikos mixed berry",6,52,,Reviews,480,C,"Reviews, Video, People also ask, Images, Knowledge Panel, Shopping results, Related searches",1,0.52,https://www.oikos.com/all-products/triple-zero/product/vanilla-strawberry-mixed-berry-multipack/,0,0,0
"oikos zero nutrition",7,86,,,110,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.86,0.27,https://www.oikos.com/all-products/,0,0,0
"oikos zero nutrition",7,83,,Reviews,110,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.86,0.27,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos zero nutrition",7,27,,,110,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.86,0.27,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,0,0,0
"oikos zero nutrition",7,9,,Reviews,110,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches",0.86,0.27,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,0,0,0
